
April 13th 09:41:

train with FocalLoss+ weight, dropput 0.2:

[c-xwu000:OvarianCancer]#/home/hxie1/anaconda3/bin/python  /home/hxie1/Projects/OvarianCancer/TrainSegV.py /home/hxie1/temp_netParameters/OvarianCancer /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainImages /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels

Program starting Time:  2019-04-12 16:31:54.787057
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels has 441 segmented slices.
Input:  batchSize=64, depth=21, height=281, width=281, NumClassfication=4

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/testLabels has 141 segmented slices.
Input:  batchSize=64, depth=21, height=281, width=281, NumClassfication=4

Network has total 12854479 parameters.
Info: network dropout rate = 0.2
Network trains from scratch.

====================Net Architecture===========================
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv3d-1      [-1, 32, 9, 139, 139]           4,032
       BatchNorm3d-2      [-1, 32, 9, 139, 139]              64
         Dropout3d-3      [-1, 32, 9, 139, 139]               0
            Conv3d-4        [-1, 64, 3, 69, 69]          92,224
       BatchNorm3d-5        [-1, 64, 3, 69, 69]             128
         Dropout3d-6        [-1, 64, 3, 69, 69]               0
            Conv3d-7       [-1, 128, 1, 33, 33]         614,528
       BatchNorm3d-8       [-1, 128, 1, 33, 33]             256
         Dropout3d-9       [-1, 128, 1, 33, 33]               0
           Conv2d-10          [-1, 256, 15, 15]         819,456
      BatchNorm2d-11          [-1, 256, 15, 15]             512
        Dropout2d-12          [-1, 256, 15, 15]               0
           Conv2d-13            [-1, 512, 7, 7]       1,180,160
      BatchNorm2d-14            [-1, 512, 7, 7]           1,024
        Dropout2d-15            [-1, 512, 7, 7]               0
           Conv2d-16            [-1, 512, 3, 3]       2,359,808
      BatchNorm2d-17            [-1, 512, 3, 3]           1,024
        Dropout2d-18            [-1, 512, 3, 3]               0
  ConvTranspose2d-19            [-1, 512, 7, 7]       2,359,808
      BatchNorm2d-20            [-1, 512, 7, 7]           1,024
        Dropout2d-21            [-1, 512, 7, 7]               0
  ConvTranspose2d-22          [-1, 256, 15, 15]       2,359,552
      BatchNorm2d-23          [-1, 256, 15, 15]             512
        Dropout2d-24          [-1, 256, 15, 15]               0
  ConvTranspose2d-25          [-1, 128, 33, 33]       1,638,528
      BatchNorm2d-26          [-1, 128, 33, 33]             256
        Dropout2d-27          [-1, 128, 33, 33]               0
  ConvTranspose3d-28        [-1, 64, 3, 69, 69]       1,228,864
      BatchNorm3d-29        [-1, 64, 3, 69, 69]             128
        Dropout3d-30        [-1, 64, 3, 69, 69]               0
  ConvTranspose3d-31      [-1, 32, 9, 139, 139]         184,352
      BatchNorm3d-32      [-1, 32, 9, 139, 139]              64
        Dropout3d-33      [-1, 32, 9, 139, 139]               0
  ConvTranspose3d-34      [-1, 1, 21, 281, 281]           8,001
      BatchNorm3d-35      [-1, 1, 21, 281, 281]               2
        Dropout3d-36      [-1, 1, 21, 281, 281]               0
           Conv2d-37          [-1, 4, 281, 281]             172
================================================================
Total params: 12,854,479
Trainable params: 12,854,479
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 6.33
Forward/backward pass size (MB): 347.20
Params size (MB): 49.04
Estimated Total Size (MB): 402.56
----------------------------------------------------------------
===================End of Net Architecture =====================

Info: program will use 4 GPUs.
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), test Dice_2 is for metastasis(yellow), and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), TPR_2 is for metastasis(yellow), and TPR_3 is for invaded lymph node(brown).

Epoch 	 TrainingLoss 	 TestLoss 	 Dice_0	Dice_1	Dice_2	Dice_3 	 TPR_0	TPR_1	TPR_2	TPR_3
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/Label0_2

Infor: program test labels:  [0, 2]
Infor: program suppressed labels:  [1, 3]
Infor: program test labels:  [0, 2]
Infor: program suppressed labels:  [1, 3]
Building the Segmented Slice Tuple list, which may need 8 mins, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels has 275 segmented slices for remained labels [0, 2].
Building the Segmented Slice Tuple list, which may need 8 mins, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/testLabels has 107 segmented slices for remained labels [0, 2].
Info: program uses 2D input.
TrainData Input:  batchSize=64, depth=1, height=281, width=281, NumClassfication=2

TestData Input:  batchSize=64, depth=1, height=281, width=281, NumClassfication=2

Network has total 102944831 parameters.
Info: network dropout rate = 0.1
Infor: Cross Entropy Weight:  [1.0148369157076458, 68.39945280437757]
Network trains from scratch.

====================Net Architecture===========================
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1         [-1, 96, 139, 139]           2,496
       BatchNorm2d-2         [-1, 96, 139, 139]             192
         Dropout2d-3         [-1, 96, 139, 139]               0
            Conv2d-4          [-1, 192, 69, 69]         166,080
       BatchNorm2d-5          [-1, 192, 69, 69]             384
         Dropout2d-6          [-1, 192, 69, 69]               0
            Conv2d-7          [-1, 384, 33, 33]       1,843,584
       BatchNorm2d-8          [-1, 384, 33, 33]             768
         Dropout2d-9          [-1, 384, 33, 33]               0
           Conv2d-10          [-1, 768, 15, 15]       7,373,568
      BatchNorm2d-11          [-1, 768, 15, 15]           1,536
        Dropout2d-12          [-1, 768, 15, 15]               0
           Conv2d-13           [-1, 1536, 7, 7]      10,618,368
      BatchNorm2d-14           [-1, 1536, 7, 7]           3,072
        Dropout2d-15           [-1, 1536, 7, 7]               0
           Conv2d-16           [-1, 1536, 3, 3]      21,235,200
      BatchNorm2d-17           [-1, 1536, 3, 3]           3,072
        Dropout2d-18           [-1, 1536, 3, 3]               0
  ConvTranspose2d-19           [-1, 1536, 7, 7]      21,235,200
      BatchNorm2d-20           [-1, 1536, 7, 7]           3,072
        Dropout2d-21           [-1, 1536, 7, 7]               0
  ConvTranspose2d-22          [-1, 768, 15, 15]      21,234,432
      BatchNorm2d-23          [-1, 768, 15, 15]           1,536
        Dropout2d-24          [-1, 768, 15, 15]               0
  ConvTranspose2d-25          [-1, 384, 33, 33]      14,745,984
      BatchNorm2d-26          [-1, 384, 33, 33]             768
        Dropout2d-27          [-1, 384, 33, 33]               0
  ConvTranspose2d-28          [-1, 192, 69, 69]       3,686,592
      BatchNorm2d-29          [-1, 192, 69, 69]             384
        Dropout2d-30          [-1, 192, 69, 69]               0
  ConvTranspose2d-31         [-1, 96, 139, 139]         331,872
      BatchNorm2d-32         [-1, 96, 139, 139]             192
        Dropout2d-33         [-1, 96, 139, 139]               0
  ConvTranspose2d-34         [-1, 95, 281, 281]         456,095
      BatchNorm2d-35         [-1, 95, 281, 281]             190
        Dropout2d-36         [-1, 95, 281, 281]               0
           Conv2d-37          [-1, 2, 281, 281]             194
================================================================
Total params: 102,944,831
Trainable params: 102,944,831
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.30
Forward/backward pass size (MB): 330.46
Params size (MB): 392.70
Estimated Total Size (MB): 723.47
----------------------------------------------------------------
===================End of Net Architecture =====================

Info: program will use 4 GPUs.
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), test Dice_2 is for metastasis(yellow), and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), TPR_2 is for metastasis(yellow), and TPR_3 is for invaded lymph node(brown).

Epoch 	 TrainingLoss 	 TestLoss 	 Dice_0	Dice_2 	 TPR_0	TPR_2
0 	 0.1541 	 0.1641 	 0.071	0.071 	 0.529	0.529
1 	 0.1231 	 0.1453 	 0.055	0.055 	 1.000	1.000
2 	 0.1215 	 0.1343 	 0.066	0.066 	 0.999	0.999
3 	 0.1138 	 0.1242 	 0.072	0.072 	 0.996	0.996
4 	 0.1093 	 0.1198 	 0.075	0.075 	 0.995	0.995
5 	 0.1074 	 0.1166 	 0.077	0.077 	 0.990	0.990
6 	 0.1031 	 0.1043 	 0.087	0.087 	 0.982	0.982
7 	 0.0958 	 0.1016 	 0.087	0.087 	 0.993	0.993
8 	 0.0887 	 0.0828 	 0.116	0.116 	 0.968	0.968
9 	 0.0833 	 0.0750 	 0.136	0.136 	 0.940	0.940
10 	 0.0770 	 0.0793 	 0.120	0.120 	 0.984	0.984
11 	 0.0754 	 0.0669 	 0.150	0.150 	 0.949	0.949
12 	 0.0734 	 0.0756 	 0.131	0.131 	 0.971	0.971
13 	 0.0694 	 0.0753 	 0.132	0.132 	 0.994	0.994
14 	 0.0724 	 0.0623 	 0.206	0.206 	 0.901	0.901
15 	 0.0763 	 0.0580 	 0.181	0.181 	 0.952	0.952
16 	 0.0706 	 0.0611 	 0.164	0.164 	 0.959	0.959
17 	 0.0710 	 0.0653 	 0.151	0.151 	 0.977	0.977
18 	 0.0685 	 0.0619 	 0.169	0.169 	 0.965	0.965
19 	 0.0633 	 0.0576 	 0.182	0.182 	 0.956	0.956
20 	 0.0669 	 0.0625 	 0.199	0.199 	 0.921	0.921
21 	 0.0718 	 0.0705 	 0.147	0.147 	 0.987	0.987
22 	 0.0634 	 0.0551 	 0.194	0.194 	 0.927	0.927
23 	 0.0628 	 0.0565 	 0.192	0.192 	 0.915	0.915
24 	 0.0629 	 0.0607 	 0.160	0.160 	 0.970	0.970
25 	 0.0621 	 0.0542 	 0.181	0.181 	 0.953	0.953
26 	 0.0627 	 0.0572 	 0.169	0.169 	 0.968	0.968
27 	 0.0609 	 0.0547 	 0.184	0.184 	 0.959	0.959
28 	 0.0612 	 0.0547 	 0.192	0.192 	 0.944	0.944
29 	 0.0578 	 0.0545 	 0.176	0.176 	 0.957	0.957
30 	 0.0625 	 0.0541 	 0.188	0.188 	 0.953	0.953
31 	 0.0620 	 0.0543 	 0.192	0.192 	 0.936	0.936
32 	 0.0610 	 0.0568 	 0.174	0.174 	 0.963	0.963
33 	 0.0605 	 0.0527 	 0.192	0.192 	 0.954	0.954
34 	 0.0631 	 0.0569 	 0.177	0.177 	 0.967	0.967
35 	 0.0582 	 0.0540 	 0.193	0.193 	 0.954	0.954
36 	 0.0628 	 0.0573 	 0.185	0.185 	 0.955	0.955
37 	 0.0596 	 0.0530 	 0.209	0.209 	 0.938	0.938
38 	 0.0592 	 0.0553 	 0.192	0.192 	 0.939	0.939
39 	 0.0591 	 0.0549 	 0.186	0.186 	 0.954	0.954
40 	 0.0636 	 0.0510 	 0.237	0.237 	 0.907	0.907
41 	 0.0623 	 0.0552 	 0.238	0.238 	 0.877	0.877
42 	 0.0623 	 0.0583 	 0.165	0.165 	 0.980	0.980
43 	 0.0631 	 0.0552 	 0.177	0.177 	 0.963	0.963
44 	 0.0642 	 0.0569 	 0.176	0.176 	 0.953	0.953
45 	 0.0614 	 0.0622 	 0.147	0.147 	 0.987	0.987
46 	 0.0628 	 0.0529 	 0.193	0.193 	 0.946	0.946
47 	 0.0574 	 0.0529 	 0.194	0.194 	 0.953	0.953
48 	 0.0544 	 0.0517 	 0.230	0.230 	 0.929	0.929
49 	 0.0588 	 0.0516 	 0.210	0.210 	 0.937	0.937
50 	 0.0598 	 0.0550 	 0.187	0.187 	 0.952	0.952
51 	 0.0591 	 0.0528 	 0.208	0.208 	 0.928	0.928
52 	 0.0582 	 0.0554 	 0.183	0.183 	 0.952	0.952
53 	 0.0588 	 0.0552 	 0.183	0.183 	 0.953	0.953
54 	 0.0561 	 0.0534 	 0.218	0.218 	 0.908	0.908
55 	 0.0572 	 0.0543 	 0.174	0.174 	 0.968	0.968
56 	 0.0547 	 0.0520 	 0.188	0.188 	 0.947	0.947
57 	 0.0576 	 0.0520 	 0.216	0.216 	 0.916	0.916
58 	 0.0539 	 0.0541 	 0.191	0.191 	 0.947	0.947
59 	 0.0536 	 0.0524 	 0.184	0.184 	 0.963	0.963
60 	 0.0533 	 0.0496 	 0.201	0.201 	 0.945	0.945
61 	 0.0533 	 0.0511 	 0.212	0.212 	 0.930	0.930
62 	 0.0516 	 0.0521 	 0.202	0.202 	 0.933	0.933
63 	 0.0531 	 0.0542 	 0.182	0.182 	 0.952	0.952
64 	 0.0520 	 0.0577 	 0.235	0.235 	 0.906	0.906
65 	 0.0513 	 0.0660 	 0.257	0.257 	 0.858	0.858
66 	 0.0515 	 0.0527 	 0.223	0.223 	 0.919	0.919
67 	 0.0504 	 0.0576 	 0.221	0.221 	 0.907	0.907
68 	 0.0558 	 0.0527 	 0.191	0.191 	 0.945	0.945
69 	 0.0553 	 0.0500 	 0.204	0.204 	 0.938	0.938
70 	 0.0530 	 0.0510 	 0.195	0.195 	 0.941	0.941
71 	 0.0537 	 0.0561 	 0.171	0.171 	 0.958	0.958
72 	 0.0541 	 0.0532 	 0.223	0.223 	 0.902	0.902
73 	 0.0523 	 0.0516 	 0.187	0.187 	 0.954	0.954
74 	 0.0529 	 0.0494 	 0.208	0.208 	 0.933	0.933
75 	 0.0530 	 0.0506 	 0.226	0.226 	 0.910	0.910
76 	 0.0483 	 0.0524 	 0.200	0.200 	 0.929	0.929
77 	 0.0523 	 0.0510 	 0.225	0.225 	 0.900	0.900
78 	 0.0552 	 0.0490 	 0.205	0.205 	 0.941	0.941
79 	 0.0522 	 0.0530 	 0.194	0.194 	 0.932	0.932
80 	 0.0486 	 0.0541 	 0.204	0.204 	 0.919	0.919
81 	 0.0514 	 0.0531 	 0.206	0.206 	 0.932	0.932
82 	 0.0535 	 0.0506 	 0.206	0.206 	 0.940	0.940
83 	 0.0511 	 0.0521 	 0.197	0.197 	 0.944	0.944
84 	 0.0468 	 0.0526 	 0.222	0.222 	 0.896	0.896
85 	 0.0496 	 0.0517 	 0.217	0.217 	 0.909	0.909
86 	 0.0504 	 0.0507 	 0.227	0.227 	 0.901	0.901
87 	 0.0505 	 0.0515 	 0.228	0.228 	 0.867	0.867
88 	 0.0498 	 0.0540 	 0.234	0.234 	 0.874	0.874
89 	 0.0468 	 0.0524 	 0.188	0.188 	 0.948	0.948
90 	 0.0463 	 0.0554 	 0.226	0.226 	 0.897	0.897
91 	 0.0502 	 0.0523 	 0.199	0.199 	 0.930	0.930
92 	 0.0477 	 0.0557 	 0.240	0.240 	 0.851	0.851
93 	 0.0484 	 0.0612 	 0.230	0.230 	 0.849	0.849
94 	 0.0467 	 0.0537 	 0.213	0.213 	 0.931	0.931
95 	 0.0459 	 0.0518 	 0.226	0.226 	 0.923	0.923
96 	 0.0492 	 0.0542 	 0.212	0.212 	 0.925	0.925
97 	 0.0506 	 0.0544 	 0.193	0.193 	 0.925	0.925
98 	 0.0504 	 0.0568 	 0.168	0.168 	 0.953	0.953
99 	 0.0540 	 0.0535 	 0.202	0.202 	 0.917	0.917
100 	 0.0453 	 0.0643 	 0.240	0.240 	 0.792	0.792
101 	 0.0499 	 0.0562 	 0.224	0.224 	 0.865	0.865
102 	 0.0475 	 0.0533 	 0.189	0.189 	 0.933	0.933
103 	 0.0517 	 0.0514 	 0.222	0.222 	 0.868	0.868
104 	 0.0491 	 0.0524 	 0.195	0.195 	 0.917	0.917
105 	 0.0506 	 0.0521 	 0.232	0.232 	 0.911	0.911
106 	 0.0496 	 0.0602 	 0.228	0.228 	 0.918	0.918
107 	 0.0537 	 0.0569 	 0.183	0.183 	 0.950	0.950
108 	 0.0485 	 0.0605 	 0.221	0.221 	 0.881	0.881
109 	 0.0460 	 0.0568 	 0.211	0.211 	 0.897	0.897
110 	 0.0498 	 0.0551 	 0.188	0.188 	 0.942	0.942
111 	 0.0469 	 0.0537 	 0.205	0.205 	 0.924	0.924
112 	 0.0456 	 0.0610 	 0.222	0.222 	 0.869	0.869
113 	 0.0431 	 0.0596 	 0.219	0.219 	 0.876	0.876
114 	 0.0466 	 0.0584 	 0.238	0.238 	 0.887	0.887
115 	 0.0459 	 0.0519 	 0.218	0.218 	 0.926	0.926
116 	 0.0457 	 0.0521 	 0.220	0.220 	 0.891	0.891
117 	 0.0413 	 0.0511 	 0.216	0.216 	 0.916	0.916
118 	 0.0451 	 0.0523 	 0.224	0.224 	 0.916	0.916
119 	 0.0447 	 0.0552 	 0.231	0.231 	 0.890	0.890
120 	 0.0446 	 0.0579 	 0.246	0.246 	 0.882	0.882
121 	 0.0452 	 0.0535 	 0.193	0.193 	 0.943	0.943
122 	 0.0468 	 0.0516 	 0.207	0.207 	 0.923	0.923
123 	 0.0454 	 0.0526 	 0.225	0.225 	 0.872	0.872
124 	 0.0423 	 0.0540 	 0.220	0.220 	 0.860	0.860
125 	 0.0459 	 0.0555 	 0.214	0.214 	 0.846	0.846
126 	 0.0452 	 0.0559 	 0.219	0.219 	 0.859	0.859
127 	 0.0432 	 0.0548 	 0.226	0.226 	 0.895	0.895
128 	 0.0464 	 0.0532 	 0.226	0.226 	 0.894	0.894
129 	 0.0415 	 0.0595 	 0.231	0.231 	 0.879	0.879
130 	 0.0435 	 0.0576 	 0.233	0.233 	 0.883	0.883
131 	 0.0411 	 0.0605 	 0.246	0.246 	 0.863	0.863
132 	 0.0449 	 0.0591 	 0.223	0.223 	 0.891	0.891
133 	 0.0449 	 0.0536 	 0.219	0.219 	 0.917	0.917
134 	 0.0440 	 0.0525 	 0.213	0.213 	 0.921	0.921
135 	 0.0442 	 0.0684 	 0.264	0.264 	 0.814	0.814
136 	 0.0440 	 0.0648 	 0.268	0.268 	 0.858	0.858
137 	 0.0427 	 0.0567 	 0.246	0.246 	 0.906	0.906
138 	 0.0444 	 0.0518 	 0.200	0.200 	 0.934	0.934
139 	 0.0446 	 0.0510 	 0.217	0.217 	 0.907	0.907
140 	 0.0415 	 0.0578 	 0.242	0.242 	 0.857	0.857
141 	 0.0434 	 0.0554 	 0.234	0.234 	 0.896	0.896
142 	 0.0415 	 0.0549 	 0.223	0.223 	 0.909	0.909
143 	 0.0387 	 0.0611 	 0.243	0.243 	 0.877	0.877
144 	 0.0392 	 0.0705 	 0.258	0.258 	 0.860	0.860
145 	 0.0392 	 0.0645 	 0.233	0.233 	 0.862	0.862
146 	 0.0438 	 0.0597 	 0.237	0.237 	 0.874	0.874
147 	 0.0437 	 0.0598 	 0.241	0.241 	 0.895	0.895
148 	 0.0412 	 0.0572 	 0.231	0.231 	 0.876	0.876
149 	 0.0375 	 0.0581 	 0.237	0.237 	 0.875	0.875
150 	 0.0414 	 0.0572 	 0.229	0.229 	 0.874	0.874
151 	 0.0399 	 0.0601 	 0.251	0.251 	 0.834	0.834
152 	 0.0408 	 0.0638 	 0.265	0.265 	 0.820	0.820
153 	 0.0379 	 0.0556 	 0.243	0.243 	 0.882	0.882
154 	 0.0397 	 0.0542 	 0.244	0.244 	 0.884	0.884
155 	 0.0390 	 0.0616 	 0.272	0.272 	 0.831	0.831
156 	 0.0418 	 0.0618 	 0.264	0.264 	 0.837	0.837
157 	 0.0391 	 0.0564 	 0.233	0.233 	 0.876	0.876
158 	 0.0393 	 0.0564 	 0.252	0.252 	 0.854	0.854
159 	 0.0420 	 0.0638 	 0.275	0.275 	 0.824	0.824
160 	 0.0373 	 0.0630 	 0.269	0.269 	 0.847	0.847
161 	 0.0405 	 0.0616 	 0.258	0.258 	 0.861	0.861
162 	 0.0385 	 0.0611 	 0.269	0.269 	 0.851	0.851
163 	 0.0394 	 0.0532 	 0.238	0.238 	 0.905	0.905
164 	 0.0383 	 0.0547 	 0.234	0.234 	 0.887	0.887
165 	 0.0399 	 0.0572 	 0.245	0.245 	 0.852	0.852
166 	 0.0402 	 0.0584 	 0.240	0.240 	 0.859	0.859
167 	 0.0389 	 0.0531 	 0.237	0.237 	 0.886	0.886
168 	 0.0396 	 0.0558 	 0.255	0.255 	 0.852	0.852
169 	 0.0401 	 0.0600 	 0.231	0.231 	 0.870	0.870
170 	 0.0393 	 0.0612 	 0.230	0.230 	 0.856	0.856
171 	 0.0395 	 0.0579 	 0.226	0.226 	 0.895	0.895
172 	 0.0355 	 0.0550 	 0.226	0.226 	 0.904	0.904
173 	 0.0406 	 0.0550 	 0.242	0.242 	 0.874	0.874
174 	 0.0366 	 0.0611 	 0.257	0.257 	 0.832	0.832
175 	 0.0370 	 0.0650 	 0.261	0.261 	 0.819	0.819
176 	 0.0404 	 0.0609 	 0.259	0.259 	 0.847	0.847
177 	 0.0374 	 0.0599 	 0.258	0.258 	 0.856	0.856
178 	 0.0364 	 0.0597 	 0.257	0.257 	 0.852	0.852
179 	 0.0371 	 0.0676 	 0.268	0.268 	 0.800	0.800
180 	 0.0364 	 0.0685 	 0.277	0.277 	 0.794	0.794
181 	 0.0381 	 0.0574 	 0.260	0.260 	 0.877	0.877
182 	 0.0380 	 0.0634 	 0.263	0.263 	 0.854	0.854
183 	 0.0393 	 0.0647 	 0.261	0.261 	 0.828	0.828
184 	 0.0380 	 0.0528 	 0.224	0.224 	 0.891	0.891
185 	 0.0388 	 0.0506 	 0.228	0.228 	 0.876	0.876
186 	 0.0365 	 0.0572 	 0.256	0.256 	 0.813	0.813
187 	 0.0358 	 0.0671 	 0.268	0.268 	 0.810	0.810
188 	 0.0420 	 0.0571 	 0.249	0.249 	 0.862	0.862
189 	 0.0357 	 0.0558 	 0.245	0.245 	 0.878	0.878
190 	 0.0363 	 0.0569 	 0.247	0.247 	 0.853	0.853
191 	 0.0356 	 0.0568 	 0.238	0.238 	 0.838	0.838
192 	 0.0384 	 0.0588 	 0.251	0.251 	 0.819	0.819
193 	 0.0361 	 0.0603 	 0.264	0.264 	 0.826	0.826
194 	 0.0370 	 0.0581 	 0.255	0.255 	 0.874	0.874
195 	 0.0349 	 0.0656 	 0.273	0.273 	 0.836	0.836
196 	 0.0374 	 0.0722 	 0.280	0.280 	 0.759	0.759
197 	 0.0386 	 0.0655 	 0.257	0.257 	 0.792	0.792
198 	 0.0347 	 0.0662 	 0.267	0.267 	 0.803	0.803
199 	 0.0370 	 0.0576 	 0.266	0.266 	 0.851	0.851
200 	 0.0350 	 0.0649 	 0.277	0.277 	 0.814	0.814
201 	 0.0337 	 0.0640 	 0.263	0.263 	 0.797	0.797
202 	 0.0347 	 0.0637 	 0.261	0.261 	 0.811	0.811
203 	 0.0346 	 0.0648 	 0.258	0.258 	 0.820	0.820
204 	 0.0379 	 0.0654 	 0.256	0.256 	 0.830	0.830
205 	 0.0336 	 0.0656 	 0.258	0.258 	 0.815	0.815
206 	 0.0378 	 0.0587 	 0.254	0.254 	 0.813	0.813
207 	 0.0346 	 0.0587 	 0.263	0.263 	 0.816	0.816
208 	 0.0345 	 0.0619 	 0.267	0.267 	 0.810	0.810
209 	 0.0379 	 0.0641 	 0.275	0.275 	 0.808	0.808
210 	 0.0350 	 0.0610 	 0.271	0.271 	 0.821	0.821
211 	 0.0361 	 0.0561 	 0.262	0.262 	 0.840	0.840
212 	 0.0346 	 0.0561 	 0.266	0.266 	 0.830	0.830
213 	 0.0361 	 0.0604 	 0.272	0.272 	 0.813	0.813
214 	 0.0341 	 0.0672 	 0.272	0.272 	 0.796	0.796
215 	 0.0329 	 0.0642 	 0.272	0.272 	 0.798	0.798
216 	 0.0342 	 0.0558 	 0.257	0.257 	 0.856	0.856
217 	 0.0379 	 0.0580 	 0.257	0.257 	 0.832	0.832
218 	 0.0332 	 0.0591 	 0.263	0.263 	 0.809	0.809
219 	 0.0353 	 0.0612 	 0.276	0.276 	 0.806	0.806
220 	 0.0318 	 0.0609 	 0.279	0.279 	 0.821	0.821
221 	 0.0374 	 0.0583 	 0.261	0.261 	 0.835	0.835
222 	 0.0343 	 0.0569 	 0.260	0.260 	 0.832	0.832
223 	 0.0318 	 0.0625 	 0.279	0.279 	 0.809	0.809
224 	 0.0337 	 0.0611 	 0.274	0.274 	 0.846	0.846
225 	 0.0323 	 0.0619 	 0.273	0.273 	 0.845	0.845
226 	 0.0310 	 0.0624 	 0.278	0.278 	 0.818	0.818
227 	 0.0318 	 0.0616 	 0.276	0.276 	 0.806	0.806
228 	 0.0341 	 0.0619 	 0.275	0.275 	 0.817	0.817
229 	 0.0316 	 0.0606 	 0.271	0.271 	 0.827	0.827
230 	 0.0336 	 0.0604 	 0.262	0.262 	 0.822	0.822
231 	 0.0325 	 0.0625 	 0.267	0.267 	 0.812	0.812
232 	 0.0362 	 0.0644 	 0.267	0.267 	 0.812	0.812
233 	 0.0336 	 0.0630 	 0.268	0.268 	 0.816	0.816
234 	 0.0341 	 0.0622 	 0.265	0.265 	 0.820	0.820
235 	 0.0352 	 0.0582 	 0.255	0.255 	 0.861	0.861
236 	 0.0311 	 0.0587 	 0.260	0.260 	 0.869	0.869
237 	 0.0328 	 0.0643 	 0.278	0.278 	 0.845	0.845
238 	 0.0308 	 0.0673 	 0.282	0.282 	 0.829	0.829
239 	 0.0357 	 0.0645 	 0.270	0.270 	 0.833	0.833
240 	 0.0335 	 0.0602 	 0.264	0.264 	 0.853	0.853
241 	 0.0310 	 0.0611 	 0.274	0.274 	 0.835	0.835
242 	 0.0331 	 0.0671 	 0.284	0.284 	 0.806	0.806
243 	 0.0318 	 0.0725 	 0.291	0.291 	 0.790	0.790
244 	 0.0343 	 0.0647 	 0.281	0.281 	 0.820	0.820
245 	 0.0332 	 0.0608 	 0.273	0.273 	 0.838	0.838
246 	 0.0320 	 0.0609 	 0.274	0.274 	 0.841	0.841
247 	 0.0309 	 0.0626 	 0.285	0.285 	 0.825	0.825
248 	 0.0326 	 0.0621 	 0.282	0.282 	 0.836	0.836
249 	 0.0365 	 0.0630 	 0.280	0.280 	 0.841	0.841
250 	 0.0317 	 0.0568 	 0.268	0.268 	 0.884	0.884
251 	 0.0324 	 0.0552 	 0.263	0.263 	 0.891	0.891
252 	 0.0348 	 0.0578 	 0.272	0.272 	 0.875	0.875
253 	 0.0338 	 0.0616 	 0.282	0.282 	 0.841	0.841
254 	 0.0313 	 0.0651 	 0.277	0.277 	 0.799	0.799
255 	 0.0336 	 0.0679 	 0.284	0.284 	 0.779	0.779
256 	 0.0329 	 0.0643 	 0.277	0.277 	 0.799	0.799
257 	 0.0331 	 0.0652 	 0.275	0.275 	 0.813	0.813
258 	 0.0341 	 0.0650 	 0.271	0.271 	 0.806	0.806
259 	 0.0306 	 0.0667 	 0.272	0.272 	 0.791	0.791
260 	 0.0332 	 0.0646 	 0.274	0.274 	 0.799	0.799
261 	 0.0325 	 0.0656 	 0.267	0.267 	 0.805	0.805
262 	 0.0308 	 0.0681 	 0.271	0.271 	 0.807	0.807
263 	 0.0320 	 0.0699 	 0.278	0.278 	 0.793	0.793
264 	 0.0332 	 0.0662 	 0.271	0.271 	 0.812	0.812
265 	 0.0322 	 0.0643 	 0.264	0.264 	 0.819	0.819
266 	 0.0335 	 0.0667 	 0.272	0.272 	 0.803	0.803
267 	 0.0297 	 0.0681 	 0.280	0.280 	 0.798	0.798
268 	 0.0320 	 0.0694 	 0.283	0.283 	 0.818	0.818
269 	 0.0305 	 0.0699 	 0.280	0.280 	 0.824	0.824
270 	 0.0309 	 0.0674 	 0.275	0.275 	 0.823	0.823
271 	 0.0319 	 0.0686 	 0.272	0.272 	 0.809	0.809
272 	 0.0312 	 0.0677 	 0.276	0.276 	 0.816	0.816
273 	 0.0309 	 0.0667 	 0.281	0.281 	 0.819	0.819
274 	 0.0305 	 0.0660 	 0.279	0.279 	 0.826	0.826
275 	 0.0309 	 0.0702 	 0.282	0.282 	 0.812	0.812
276 	 0.0325 	 0.0750 	 0.280	0.280 	 0.799	0.799
277 	 0.0296 	 0.0740 	 0.280	0.280 	 0.807	0.807
